loan_id,borrower_id,application_date,event_date,days_to_event,event_type,defaulted,loss_given_default,loss_amount,default_probability
L000331,B0111,2024-06-13,2024-08-12,60,maturity,False,0.0,0.0,0.0
L000332,B0111,2023-03-29,2023-05-28,60,maturity,False,0.0,0.0,0.0
L000333,B0111,2024-02-21,2024-08-19,180,maturity,False,0.0,0.0,0.0
L000334,B0112,2023-09-04,2024-03-02,180,maturity,False,0.0,0.0,0.0
L000335,B0112,2024-10-23,2025-04-21,180,maturity,False,0.0,0.0,0.0
L000336,B0112,2024-04-03,2024-05-03,30,maturity,False,0.0,0.0,0.0
L000337,B0112,2023-04-06,2023-07-05,90,maturity,False,0.0,0.0,0.0
L000338,B0112,2023-08-15,2024-02-11,180,maturity,False,0.0,0.0,0.0
L000339,B0113,2023-11-10,2024-11-09,365,maturity,False,0.0,0.0,0.0
L000340,B0113,2024-01-13,2024-07-11,180,maturity,False,0.0,0.0,0.0
L000341,B0114,2024-06-27,2024-09-25,90,maturity,False,0.0,0.0,0.0
L000342,B0114,2024-03-11,2025-03-11,365,maturity,False,0.0,0.0,0.0
L000343,B0114,2023-12-05,2024-03-04,90,maturity,False,0.0,0.0,0.0
L000344,B0114,2024-12-20,2025-06-18,180,maturity,False,0.0,0.0,0.0
L000345,B0114,2023-10-05,2024-01-03,90,maturity,False,0.0,0.0,0.0
L000346,B0115,2023-08-25,2023-09-24,30,maturity,False,0.0,0.0,0.0
L000347,B0115,2023-07-17,2023-10-15,90,maturity,False,0.0,0.0,0.0
L000348,B0115,2023-05-03,2024-05-02,365,maturity,False,0.0,0.0,0.0
L000349,B0116,2023-07-16,2023-09-14,60,maturity,False,0.0,0.0,0.0
L000350,B0116,2024-05-10,2024-08-08,90,maturity,False,0.0,0.0,0.0
L000351,B0117,2024-06-21,2025-06-21,365,maturity,False,0.0,0.0,0.0
L000352,B0117,2023-10-17,2023-11-16,30,maturity,False,0.0,0.0,0.0
L000353,B0117,2023-07-18,2023-10-16,90,maturity,False,0.0,0.0,0.0
L000354,B0117,2023-08-21,2023-11-19,90,maturity,False,0.0,0.0,0.0
L000355,B0117,2023-07-03,2023-10-01,90,maturity,False,0.0,0.0,0.0
L000356,B0118,2024-12-26,2025-12-26,365,maturity,False,0.0,0.0,0.0
L000357,B0119,2023-10-08,2023-11-07,30,maturity,False,0.0,0.0,0.0
L000358,B0119,2023-02-25,2024-02-25,365,maturity,False,0.0,0.0,0.0
L000359,B0120,2024-12-15,2025-02-13,60,maturity,False,0.0,0.0,0.0
L000360,B0120,2024-10-15,2025-04-13,180,maturity,False,0.0,0.0,0.0
L000361,B0120,2023-04-16,2023-05-16,30,maturity,False,0.0,0.0,0.0
L000362,B0121,2023-10-19,2024-04-16,180,maturity,False,0.0,0.0,0.0
L000363,B0121,2024-05-05,2024-11-01,180,maturity,False,0.0,0.0,0.0
L000364,B0121,2023-12-15,2024-02-13,60,maturity,False,0.0,0.0,0.0
L000365,B0121,2023-02-22,2023-05-23,90,maturity,False,0.0,0.0,0.0
L000366,B0121,2024-05-04,2024-06-03,30,maturity,False,0.0,0.0,0.0
L000367,B0122,2024-02-15,2024-08-13,180,maturity,False,0.0,0.0,0.0
L000368,B0123,2024-08-13,2024-09-12,30,maturity,False,0.0,0.0,0.0
L000369,B0124,2023-06-02,2024-06-01,365,maturity,False,0.0,0.0,0.0
L000370,B0124,2023-11-08,2023-12-08,30,maturity,False,0.0,0.0,0.0
L000371,B0125,2023-05-02,2024-05-01,365,maturity,False,0.0,0.0,0.0
L000372,B0125,2024-03-02,2025-03-02,365,maturity,False,0.0,0.0,0.0
L000373,B0126,2024-09-25,2024-11-24,60,maturity,False,0.0,0.0,0.0
L000374,B0126,2024-06-19,2024-12-16,180,maturity,False,0.0,0.0,0.0
L000375,B0126,2024-04-06,2024-10-03,180,maturity,False,0.0,0.0,0.0
L000376,B0126,2023-11-01,2024-10-31,365,maturity,False,0.0,0.0,0.0
L000377,B0126,2024-03-15,2024-06-13,90,maturity,False,0.0,0.0,0.0
L000378,B0127,2024-09-27,2024-10-27,30,maturity,False,0.0,0.0,0.0
L000379,B0127,2024-09-16,2024-10-16,30,maturity,False,0.0,0.0,0.0
L000380,B0127,2023-08-01,2023-09-30,60,maturity,False,0.0,0.0,0.0
L000381,B0127,2023-09-28,2023-10-28,30,maturity,False,0.0,0.0,0.0
L000382,B0127,2023-06-10,2023-08-09,60,maturity,False,0.0,0.0,0.0
L000383,B0128,2024-07-19,2024-08-18,30,maturity,False,0.0,0.0,0.0
L000384,B0128,2023-06-10,2023-07-10,30,maturity,False,0.0,0.0,0.0
L000385,B0129,2024-04-06,2025-04-06,365,maturity,False,0.0,0.0,0.0
L000386,B0129,2024-04-26,2024-07-25,90,maturity,False,0.0,0.0,0.0
L000387,B0129,2023-02-03,2023-04-04,60,maturity,False,0.0,0.0,0.0
L000388,B0129,2023-10-23,2024-01-21,90,maturity,False,0.0,0.0,0.0
L000389,B0130,2023-03-14,2023-05-13,60,maturity,False,0.0,0.0,0.0
L000390,B0130,2023-09-28,2024-09-27,365,maturity,False,0.0,0.0,0.0
L000391,B0130,2024-11-08,2025-01-07,60,maturity,False,0.0,0.0,0.0
L000392,B0130,2024-03-11,2024-04-10,30,maturity,False,0.0,0.0,0.0
L000393,B0131,2023-08-19,2023-10-18,60,maturity,False,0.0,0.0,0.0
L000394,B0131,2023-09-30,2023-11-29,60,maturity,False,0.0,0.0,0.0
L000395,B0131,2023-03-15,2023-04-14,30,maturity,False,0.0,0.0,0.0
L000396,B0131,2023-06-19,2023-09-17,90,maturity,False,0.0,0.0,0.0
L000397,B0131,2024-09-01,2025-09-01,365,maturity,False,0.0,0.0,0.0
L000398,B0132,2024-03-25,2024-04-24,30,maturity,False,0.0,0.0,0.0
L000399,B0132,2024-04-24,2024-07-23,90,maturity,False,0.0,0.0,0.0
L000400,B0132,2024-12-17,2025-06-15,180,maturity,False,0.0,0.0,0.0
L000401,B0133,2024-05-27,2025-05-27,365,maturity,False,0.0,0.0,0.0
L000402,B0133,2024-05-20,2024-07-08,49,default,True,0.062130052815477614,1009.247093446497,1.0
L000403,B0133,2023-03-24,2024-03-23,365,maturity,False,0.0,0.0,0.0
L000404,B0134,2024-03-18,2024-06-16,90,maturity,False,0.0,0.0,0.0
L000405,B0135,2023-09-14,2023-10-14,30,maturity,False,0.0,0.0,0.0
L000406,B0135,2023-04-04,2023-06-03,60,maturity,False,0.0,0.0,0.0
L000407,B0135,2024-11-21,2025-11-21,365,maturity,False,0.0,0.0,0.0
L000408,B0135,2024-08-24,2024-09-23,30,maturity,False,0.0,0.0,0.0
L000409,B0135,2024-11-19,2025-02-17,90,maturity,False,0.0,0.0,0.0
L000410,B0136,2023-02-11,2023-04-12,60,maturity,False,0.0,0.0,0.0
L000411,B0136,2024-04-26,2025-04-26,365,maturity,False,0.0,0.0,0.0
L000412,B0136,2024-10-29,2025-04-27,180,maturity,False,0.0,0.0,0.0
L000413,B0136,2023-10-12,2023-12-11,60,maturity,False,0.0,0.0,0.0
L000414,B0136,2024-08-22,2025-02-18,180,maturity,False,0.0,0.0,0.0
L000415,B0137,2023-04-04,2023-10-01,180,maturity,False,0.0,0.0,0.0
L000416,B0137,2023-12-23,2024-06-20,180,maturity,False,0.0,0.0,0.0
L000417,B0137,2023-12-08,2024-03-07,90,maturity,False,0.0,0.0,0.0
L000418,B0137,2024-11-17,2024-12-17,30,maturity,False,0.0,0.0,0.0
L000419,B0138,2023-12-04,2024-06-01,180,maturity,False,0.0,0.0,0.0
L000420,B0138,2024-12-11,2025-06-09,180,maturity,False,0.0,0.0,0.0
L000421,B0139,2024-11-09,2025-05-08,180,maturity,False,0.0,0.0,0.0
L000422,B0139,2024-07-17,2024-08-16,30,maturity,False,0.0,0.0,0.0
L000423,B0139,2024-04-10,2024-05-10,30,maturity,False,0.0,0.0,0.0
L000424,B0140,2023-09-16,2023-12-15,90,maturity,False,0.0,0.0,0.0
L000425,B0140,2023-04-29,2023-10-26,180,maturity,False,0.0,0.0,0.0
L000426,B0140,2024-06-10,2024-07-10,30,maturity,False,0.0,0.0,0.0
L000427,B0141,2024-04-18,2024-10-15,180,maturity,False,0.0,0.0,0.0
L000428,B0141,2023-02-25,2023-04-26,60,maturity,False,0.0,0.0,0.0
L000429,B0141,2024-06-14,2024-09-12,90,maturity,False,0.0,0.0,0.0
L000430,B0141,2024-09-29,2025-03-28,180,maturity,False,0.0,0.0,0.0
L000431,B0141,2024-10-02,2025-03-31,180,maturity,False,0.0,0.0,0.0
L000432,B0142,2023-07-28,2023-10-26,90,maturity,False,0.0,0.0,0.0
L000433,B0143,2023-05-15,2023-08-13,90,maturity,False,0.0,0.0,0.0
L000434,B0143,2024-03-24,2024-09-20,180,maturity,False,0.0,0.0,0.0
L000435,B0143,2023-05-05,2023-06-04,30,maturity,False,0.0,0.0,0.0
L000436,B0143,2024-10-07,2025-10-07,365,maturity,False,0.0,0.0,0.0
L000437,B0143,2023-09-03,2023-11-02,60,maturity,False,0.0,0.0,0.0
L000438,B0144,2024-07-18,2024-08-17,30,maturity,False,0.0,0.0,0.0
L000439,B0144,2024-07-19,2025-01-15,180,maturity,False,0.0,0.0,0.0
L000440,B0144,2023-04-06,2023-06-05,60,maturity,False,0.0,0.0,0.0
L000441,B0145,2024-04-17,2024-05-17,30,maturity,False,0.0,0.0,0.0
L000442,B0146,2024-05-25,2024-08-23,90,maturity,False,0.0,0.0,0.0
L000443,B0146,2024-06-05,2024-07-20,45,default,True,0.07582991913131702,4137.610146857513,1.0
L000444,B0147,2024-05-09,2024-11-05,180,maturity,False,0.0,0.0,0.0
L000445,B0147,2023-09-07,2024-03-05,180,maturity,False,0.0,0.0,0.0
L000446,B0147,2024-07-18,2024-09-16,60,maturity,False,0.0,0.0,0.0
L000447,B0147,2024-01-28,2024-03-28,60,maturity,False,0.0,0.0,0.0
L000448,B0148,2024-06-04,2024-08-03,60,maturity,False,0.0,0.0,0.0
L000449,B0148,2023-03-13,2023-06-11,90,maturity,False,0.0,0.0,0.0
L000450,B0148,2024-02-29,2024-05-29,90,maturity,False,0.0,0.0,0.0
L000451,B0148,2024-06-03,2024-09-01,90,maturity,False,0.0,0.0,0.0
L000452,B0148,2023-01-03,2023-04-03,90,maturity,False,0.0,0.0,0.0
L000453,B0149,2024-08-24,2025-08-24,365,maturity,False,0.0,0.0,0.0
L000454,B0149,2024-11-06,2025-05-05,180,maturity,False,0.0,0.0,0.0
L000455,B0149,2023-06-02,2023-11-29,180,maturity,False,0.0,0.0,0.0
L000456,B0150,2024-05-10,2024-08-08,90,maturity,False,0.0,0.0,0.0
L000457,B0150,2023-12-07,2024-12-06,365,maturity,False,0.0,0.0,0.0
L000458,B0150,2024-07-10,2025-01-06,180,maturity,False,0.0,0.0,0.0
L000459,B0150,2024-04-11,2024-07-10,90,maturity,False,0.0,0.0,0.0
L000460,B0150,2023-07-13,2023-09-11,60,maturity,False,0.0,0.0,0.0
L000461,B0151,2024-01-28,2024-03-28,60,maturity,False,0.0,0.0,0.0
L000462,B0151,2024-02-25,2024-03-26,30,maturity,False,0.0,0.0,0.0
L000463,B0151,2023-11-22,2024-05-20,180,maturity,False,0.0,0.0,0.0
L000464,B0151,2024-12-23,2025-06-21,180,maturity,False,0.0,0.0,0.0
L000465,B0151,2024-01-31,2024-03-31,60,maturity,False,0.0,0.0,0.0
L000466,B0152,2023-02-07,2023-04-08,60,maturity,False,0.0,0.0,0.0
L000467,B0152,2024-05-29,2025-05-29,365,maturity,False,0.0,0.0,0.0
L000468,B0152,2023-12-06,2024-01-05,30,maturity,False,0.0,0.0,0.0
L000469,B0152,2024-03-26,2024-04-25,30,maturity,False,0.0,0.0,0.0
L000470,B0153,2024-04-12,2024-05-12,30,maturity,False,0.0,0.0,0.0
L000471,B0153,2023-05-28,2023-11-24,180,maturity,False,0.0,0.0,0.0
L000472,B0153,2024-11-01,2024-12-31,60,maturity,False,0.0,0.0,0.0
L000473,B0153,2023-03-18,2023-09-14,180,maturity,False,0.0,0.0,0.0
L000474,B0153,2023-09-29,2023-12-28,90,maturity,False,0.0,0.0,0.0
L000475,B0154,2024-12-10,2025-06-08,180,maturity,False,0.0,0.0,0.0
L000476,B0154,2024-10-27,2024-11-26,30,maturity,False,0.0,0.0,0.0
L000477,B0154,2023-12-03,2024-12-02,365,maturity,False,0.0,0.0,0.0
L000478,B0154,2024-01-25,2024-04-24,90,maturity,False,0.0,0.0,0.0
L000479,B0154,2024-10-03,2025-04-01,180,maturity,False,0.0,0.0,0.0
L000480,B0155,2023-02-06,2024-02-06,365,maturity,False,0.0,0.0,0.0
L000481,B0155,2023-03-12,2023-05-11,60,maturity,False,0.0,0.0,0.0
L000482,B0155,2024-10-08,2025-01-06,90,maturity,False,0.0,0.0,0.0
L000483,B0155,2023-08-21,2023-09-20,30,maturity,False,0.0,0.0,0.0
L000484,B0155,2024-03-20,2024-04-19,30,maturity,False,0.0,0.0,0.0
L000485,B0156,2024-03-30,2024-05-29,60,maturity,False,0.0,0.0,0.0
L000486,B0157,2023-01-30,2023-03-01,30,maturity,False,0.0,0.0,0.0
L000487,B0157,2023-11-29,2023-12-29,30,maturity,False,0.0,0.0,0.0
L000488,B0157,2023-10-28,2024-01-26,90,maturity,False,0.0,0.0,0.0
L000489,B0158,2024-03-17,2024-05-16,60,maturity,False,0.0,0.0,0.0
L000490,B0158,2023-09-08,2024-09-07,365,maturity,False,0.0,0.0,0.0
L000491,B0158,2024-02-26,2025-02-25,365,maturity,False,0.0,0.0,0.0
L000492,B0159,2023-06-24,2023-08-23,60,maturity,False,0.0,0.0,0.0
L000493,B0159,2023-03-22,2024-03-21,365,maturity,False,0.0,0.0,0.0
L000494,B0160,2024-09-26,2024-11-25,60,maturity,False,0.0,0.0,0.0
L000495,B0160,2024-05-24,2025-05-24,365,maturity,False,0.0,0.0,0.0
L000496,B0160,2023-05-27,2023-07-26,60,maturity,False,0.0,0.0,0.0
L000497,B0160,2024-04-17,2024-07-16,90,maturity,False,0.0,0.0,0.0
L000498,B0161,2023-09-19,2023-09-20,1,default,True,0.09433214974446309,2545.9979309931437,1.0
L000499,B0161,2024-04-21,2024-07-20,90,maturity,False,0.0,0.0,0.0
L000500,B0161,2024-11-24,2025-11-24,365,maturity,False,0.0,0.0,0.0
L000501,B0161,2023-06-11,2023-07-11,30,maturity,False,0.0,0.0,0.0
L000502,B0162,2023-12-20,2024-12-19,365,maturity,False,0.0,0.0,0.0
L000503,B0162,2023-11-03,2024-05-01,180,maturity,False,0.0,0.0,0.0
L000504,B0162,2024-12-07,2025-03-07,90,maturity,False,0.0,0.0,0.0
L000505,B0162,2024-04-12,2024-07-11,90,maturity,False,0.0,0.0,0.0
L000506,B0163,2024-01-29,2024-07-27,180,maturity,False,0.0,0.0,0.0
L000507,B0163,2023-04-20,2023-06-19,60,maturity,False,0.0,0.0,0.0
L000508,B0164,2024-08-08,2024-11-06,90,maturity,False,0.0,0.0,0.0
L000509,B0164,2024-08-11,2024-11-09,90,maturity,False,0.0,0.0,0.0
L000510,B0164,2024-12-17,2025-03-17,90,maturity,False,0.0,0.0,0.0
L000511,B0164,2023-01-23,2023-07-22,180,maturity,False,0.0,0.0,0.0
L000512,B0165,2023-01-09,2024-01-09,365,maturity,False,0.0,0.0,0.0
L000513,B0165,2024-12-03,2025-01-02,30,maturity,False,0.0,0.0,0.0
L000514,B0165,2024-09-12,2025-03-11,180,maturity,False,0.0,0.0,0.0
L000515,B0166,2023-08-24,2024-08-23,365,maturity,False,0.0,0.0,0.0
L000516,B0166,2023-12-27,2024-02-25,60,maturity,False,0.0,0.0,0.0
L000517,B0166,2024-10-13,2024-12-12,60,maturity,False,0.0,0.0,0.0
L000518,B0167,2023-09-14,2023-11-13,60,maturity,False,0.0,0.0,0.0
L000519,B0167,2024-10-05,2024-11-04,30,maturity,False,0.0,0.0,0.0
L000520,B0167,2024-10-04,2024-11-03,30,maturity,False,0.0,0.0,0.0
L000521,B0167,2023-11-13,2024-05-11,180,maturity,False,0.0,0.0,0.0
L000522,B0167,2023-02-04,2024-02-04,365,maturity,False,0.0,0.0,0.0
L000523,B0168,2023-05-15,2023-06-14,30,maturity,False,0.0,0.0,0.0
L000524,B0168,2023-10-30,2024-01-28,90,maturity,False,0.0,0.0,0.0
L000525,B0168,2024-03-01,2024-04-30,60,maturity,False,0.0,0.0,0.0
L000526,B0169,2023-05-16,2024-05-15,365,maturity,False,0.0,0.0,0.0
L000527,B0169,2024-01-10,2025-01-09,365,maturity,False,0.0,0.0,0.0
L000528,B0170,2023-10-07,2023-12-06,60,maturity,False,0.0,0.0,0.0
L000529,B0170,2023-09-21,2024-03-19,180,maturity,False,0.0,0.0,0.0
L000530,B0170,2023-10-30,2024-01-28,90,maturity,False,0.0,0.0,0.0
L000531,B0170,2023-04-28,2023-10-25,180,maturity,False,0.0,0.0,0.0
L000532,B0170,2023-03-19,2023-05-18,60,maturity,False,0.0,0.0,0.0
L000533,B0171,2024-11-23,2025-05-22,180,maturity,False,0.0,0.0,0.0
L000534,B0171,2024-07-24,2024-10-22,90,maturity,False,0.0,0.0,0.0
L000535,B0172,2024-02-09,2024-03-10,30,maturity,False,0.0,0.0,0.0
L000536,B0173,2024-07-03,2024-08-02,30,maturity,False,0.0,0.0,0.0
L000537,B0173,2024-04-10,2024-07-09,90,maturity,False,0.0,0.0,0.0
L000538,B0173,2024-11-19,2025-02-17,90,maturity,False,0.0,0.0,0.0
L000539,B0174,2024-01-26,2024-04-25,90,maturity,False,0.0,0.0,0.0
L000540,B0174,2023-04-21,2023-06-20,60,maturity,False,0.0,0.0,0.0
L000541,B0174,2024-04-27,2024-05-27,30,maturity,False,0.0,0.0,0.0
L000542,B0174,2024-09-26,2025-09-26,365,maturity,False,0.0,0.0,0.0
L000543,B0174,2023-12-02,2024-12-01,365,maturity,False,0.0,0.0,0.0
L000544,B0175,2024-10-25,2024-11-24,30,maturity,False,0.0,0.0,0.0
L000545,B0175,2024-10-12,2025-04-10,180,maturity,False,0.0,0.0,0.0
L000546,B0176,2024-10-26,2025-04-24,180,maturity,False,0.0,0.0,0.0
L000547,B0176,2023-04-30,2023-06-29,60,maturity,False,0.0,0.0,0.0
L000548,B0176,2023-02-16,2023-03-18,30,maturity,False,0.0,0.0,0.0
L000549,B0177,2024-05-19,2024-06-18,30,maturity,False,0.0,0.0,0.0
L000550,B0177,2023-04-10,2023-06-09,60,maturity,False,0.0,0.0,0.0
L000551,B0177,2024-07-04,2024-09-02,60,maturity,False,0.0,0.0,0.0
L000552,B0178,2024-04-09,2024-07-08,90,maturity,False,0.0,0.0,0.0
L000553,B0178,2024-11-17,2025-11-17,365,maturity,False,0.0,0.0,0.0
L000554,B0178,2024-03-05,2025-03-05,365,maturity,False,0.0,0.0,0.0
L000555,B0178,2023-06-08,2023-12-05,180,maturity,False,0.0,0.0,0.0
L000556,B0179,2024-05-16,2025-05-16,365,maturity,False,0.0,0.0,0.0
L000557,B0180,2023-10-14,2023-11-13,30,maturity,False,0.0,0.0,0.0
L000558,B0180,2024-12-07,2025-03-07,90,maturity,False,0.0,0.0,0.0
L000559,B0180,2023-08-11,2024-02-07,180,maturity,False,0.0,0.0,0.0
L000560,B0180,2024-03-31,2024-05-30,60,maturity,False,0.0,0.0,0.0
L000561,B0181,2023-04-12,2023-07-11,90,maturity,False,0.0,0.0,0.0
L000562,B0181,2024-07-11,2024-10-09,90,maturity,False,0.0,0.0,0.0
L000563,B0181,2023-03-04,2023-08-31,180,maturity,False,0.0,0.0,0.0
L000564,B0182,2023-07-14,2023-08-13,30,maturity,False,0.0,0.0,0.0
L000565,B0182,2024-04-10,2024-05-10,30,maturity,False,0.0,0.0,0.0
L000566,B0182,2024-11-09,2025-01-08,60,maturity,False,0.0,0.0,0.0
L000567,B0183,2023-01-22,2023-02-21,30,maturity,False,0.0,0.0,0.0
L000568,B0183,2023-12-08,2024-02-06,60,maturity,False,0.0,0.0,0.0
L000569,B0183,2023-05-09,2023-07-18,70,default,True,0.08271857739498881,8001.719997368708,1.0
L000570,B0183,2023-07-30,2023-08-29,30,maturity,False,0.0,0.0,0.0
L000571,B0183,2024-07-21,2024-09-19,60,maturity,False,0.0,0.0,0.0
L000572,B0184,2023-08-10,2023-10-09,60,maturity,False,0.0,0.0,0.0
L000573,B0184,2023-12-03,2024-02-01,60,maturity,False,0.0,0.0,0.0
L000574,B0184,2024-09-02,2024-10-02,30,maturity,False,0.0,0.0,0.0
L000575,B0184,2023-10-11,2023-12-10,60,maturity,False,0.0,0.0,0.0
L000576,B0184,2023-05-14,2024-05-13,365,maturity,False,0.0,0.0,0.0
L000577,B0185,2023-06-28,2023-07-28,30,maturity,False,0.0,0.0,0.0
L000578,B0185,2024-11-07,2024-12-07,30,maturity,False,0.0,0.0,0.0
L000579,B0185,2023-05-15,2023-06-14,30,maturity,False,0.0,0.0,0.0
L000580,B0186,2023-09-01,2024-08-31,365,maturity,False,0.0,0.0,0.0
L000581,B0186,2023-11-28,2023-12-28,30,maturity,False,0.0,0.0,0.0
L000582,B0186,2023-06-28,2023-09-26,90,maturity,False,0.0,0.0,0.0
L000583,B0187,2023-05-10,2023-11-06,180,maturity,False,0.0,0.0,0.0
L000584,B0188,2023-04-27,2023-05-27,30,maturity,False,0.0,0.0,0.0
L000585,B0188,2024-05-02,2024-10-29,180,maturity,False,0.0,0.0,0.0
L000586,B0188,2024-01-06,2025-01-05,365,maturity,False,0.0,0.0,0.0
L000587,B0188,2024-08-30,2024-09-29,30,maturity,False,0.0,0.0,0.0
L000588,B0188,2024-04-07,2025-04-07,365,maturity,False,0.0,0.0,0.0
L000589,B0189,2024-09-21,2024-10-21,30,maturity,False,0.0,0.0,0.0
L000590,B0189,2024-11-05,2025-11-05,365,maturity,False,0.0,0.0,0.0
L000591,B0190,2024-04-14,2024-05-14,30,maturity,False,0.0,0.0,0.0
L000592,B0190,2023-03-04,2023-08-31,180,maturity,False,0.0,0.0,0.0
L000593,B0190,2024-02-16,2024-08-14,180,maturity,False,0.0,0.0,0.0
L000594,B0191,2024-05-17,2024-11-13,180,maturity,False,0.0,0.0,0.0
L000595,B0192,2023-03-24,2023-06-22,90,maturity,False,0.0,0.0,0.0
L000596,B0193,2023-06-01,2023-07-01,30,maturity,False,0.0,0.0,0.0
L000597,B0193,2023-05-10,2023-08-08,90,maturity,False,0.0,0.0,0.0
L000598,B0193,2024-10-01,2025-10-01,365,maturity,False,0.0,0.0,0.0
L000599,B0193,2024-07-15,2024-10-13,90,maturity,False,0.0,0.0,0.0
L000600,B0193,2024-01-26,2025-01-25,365,maturity,False,0.0,0.0,0.0
L000601,B0194,2023-10-29,2024-04-26,180,maturity,False,0.0,0.0,0.0
L000602,B0194,2024-06-01,2025-06-01,365,maturity,False,0.0,0.0,0.0
L000603,B0194,2024-03-16,2024-04-15,30,maturity,False,0.0,0.0,0.0
L000604,B0194,2024-12-19,2025-01-18,30,maturity,False,0.0,0.0,0.0
L000605,B0194,2024-11-01,2025-11-01,365,maturity,False,0.0,0.0,0.0
L000606,B0195,2024-03-16,2024-09-12,180,maturity,False,0.0,0.0,0.0
L000607,B0195,2023-08-22,2024-02-18,180,maturity,False,0.0,0.0,0.0
L000608,B0196,2024-04-09,2024-10-06,180,maturity,False,0.0,0.0,0.0
L000609,B0196,2024-03-01,2024-03-31,30,maturity,False,0.0,0.0,0.0
L000610,B0196,2023-11-17,2024-05-15,180,maturity,False,0.0,0.0,0.0
L000611,B0197,2024-11-12,2025-02-10,90,maturity,False,0.0,0.0,0.0
L000612,B0197,2024-01-19,2024-03-19,60,maturity,False,0.0,0.0,0.0
L000613,B0197,2024-12-04,2025-06-02,180,maturity,False,0.0,0.0,0.0
L000614,B0198,2023-04-04,2023-05-04,30,maturity,False,0.0,0.0,0.0
L000615,B0199,2024-03-18,2024-04-17,30,maturity,False,0.0,0.0,0.0
L000616,B0200,2023-05-14,2024-05-13,365,maturity,False,0.0,0.0,0.0
L000617,B0200,2023-03-03,2024-03-02,365,maturity,False,0.0,0.0,0.0
L000618,B0200,2024-07-29,2025-07-29,365,maturity,False,0.0,0.0,0.0
L000619,B0201,2024-11-17,2024-12-17,30,maturity,False,0.0,0.0,0.0
L000620,B0201,2024-02-25,2024-05-25,90,maturity,False,0.0,0.0,0.0
L000621,B0201,2024-11-12,2025-05-11,180,maturity,False,0.0,0.0,0.0
L000622,B0202,2023-10-22,2024-10-21,365,maturity,False,0.0,0.0,0.0
L000623,B0203,2023-12-27,2024-01-26,30,maturity,False,0.0,0.0,0.0
L000624,B0203,2024-08-14,2025-08-14,365,maturity,False,0.0,0.0,0.0
L000625,B0203,2023-08-06,2023-10-05,60,maturity,False,0.0,0.0,0.0
L000626,B0204,2023-08-18,2023-09-17,30,maturity,False,0.0,0.0,0.0
L000627,B0204,2023-12-25,2024-12-24,365,maturity,False,0.0,0.0,0.0
L000628,B0204,2024-01-12,2024-02-11,30,maturity,False,0.0,0.0,0.0
L000629,B0204,2023-10-13,2024-10-12,365,maturity,False,0.0,0.0,0.0
L000630,B0205,2024-03-15,2025-03-15,365,maturity,False,0.0,0.0,0.0
L000631,B0205,2024-09-28,2025-09-28,365,maturity,False,0.0,0.0,0.0
L000632,B0206,2023-01-27,2024-01-27,365,maturity,False,0.0,0.0,0.0
L000633,B0206,2024-11-04,2025-02-02,90,maturity,False,0.0,0.0,0.0
L000634,B0206,2023-01-30,2023-03-31,60,maturity,False,0.0,0.0,0.0
L000635,B0206,2023-10-07,2024-01-05,90,maturity,False,0.0,0.0,0.0
L000636,B0206,2023-12-14,2024-03-13,90,maturity,False,0.0,0.0,0.0
L000637,B0207,2023-07-05,2023-09-03,60,maturity,False,0.0,0.0,0.0
L000638,B0208,2024-11-04,2025-05-03,180,maturity,False,0.0,0.0,0.0
L000639,B0208,2023-03-13,2023-05-12,60,maturity,False,0.0,0.0,0.0
L000640,B0208,2024-10-10,2024-11-09,30,maturity,False,0.0,0.0,0.0
L000641,B0208,2023-04-04,2024-04-03,365,maturity,False,0.0,0.0,0.0
L000642,B0208,2023-08-09,2024-02-05,180,maturity,False,0.0,0.0,0.0
L000643,B0209,2024-04-09,2024-07-08,90,maturity,False,0.0,0.0,0.0
L000644,B0209,2023-06-11,2023-09-09,90,maturity,False,0.0,0.0,0.0
L000645,B0209,2023-11-16,2024-02-14,90,maturity,False,0.0,0.0,0.0
L000646,B0209,2024-08-04,2025-08-04,365,maturity,False,0.0,0.0,0.0
L000647,B0210,2023-02-23,2023-04-24,60,maturity,False,0.0,0.0,0.0
L000648,B0211,2024-09-24,2024-10-24,30,maturity,False,0.0,0.0,0.0
L000649,B0211,2024-11-21,2024-12-21,30,maturity,False,0.0,0.0,0.0
L000650,B0212,2024-03-29,2024-09-25,180,maturity,False,0.0,0.0,0.0
L000651,B0212,2024-05-12,2025-05-12,365,maturity,False,0.0,0.0,0.0
L000652,B0212,2024-03-28,2024-09-24,180,maturity,False,0.0,0.0,0.0
L000653,B0213,2023-08-09,2024-08-08,365,maturity,False,0.0,0.0,0.0
L000654,B0213,2023-04-27,2023-07-26,90,maturity,False,0.0,0.0,0.0
L000655,B0213,2024-03-16,2024-04-15,30,maturity,False,0.0,0.0,0.0
L000656,B0214,2024-11-25,2025-11-25,365,maturity,False,0.0,0.0,0.0
L000657,B0214,2024-05-13,2025-05-13,365,maturity,False,0.0,0.0,0.0
L000658,B0214,2024-11-14,2025-02-12,90,maturity,False,0.0,0.0,0.0
L000659,B0215,2023-08-14,2024-02-10,180,maturity,False,0.0,0.0,0.0
L000660,B0216,2023-02-26,2023-03-28,30,maturity,False,0.0,0.0,0.0
L000661,B0216,2023-07-29,2023-10-27,90,maturity,False,0.0,0.0,0.0
